x1,x2,x3,x4,x5,x6,x7
4.280346456080226,-5.218291286335646,-8.503884943277667,6.250664967462913,-3.515903785114397,0.09762486826996353,-2.6402779419980122
2.9441018864849706,-6.678885338930177,-7.427910071136814,6.826092105507443,-3.4492348736595835,-0.4591866158434346,-2.3221286377975137
-0.9478107955056212,2.114367466168495,-1.3517969895730957,-6.668930793036738,6.308409055521062,5.789938000479722,-1.5204517858444007
1.5540328466381235,7.68312466330069,6.276011934111529,-5.738277266748117,-0.7864927701443616,-4.4367888787068,6.076729288116924
-1.4877299901251395,1.547614192075006,-1.4669026480122929,-6.728468573237165,7.3917059663889795,7.025316789788614,-2.5244318675621296
0.9992620139043569,6.658746839991576,4.957637219256476,0.27743528280462737,-5.256395825261611,2.948760738777481,-4.467614736550909
-1.5595078347496276,3.0751211018003994,-0.1410520359581552,-8.058806196443564,6.608575629279575,4.8028684221181885,0.026874498187359208
0.9631344424402759,7.779736769328171,5.763151115580408,-5.489165495930142,-3.4690452585027134,-2.4027908833915648,5.740385558362264
-0.16731685880645464,6.5340056222165535,4.744876598396367,-2.834512265624943,-4.073928579401719,3.6818621670683895,-5.170279191545554
-2.0982437236041216,2.0507269464840103,-2.4584829325056203,-7.253371989224022,6.380910752277619,5.8351424715273374,-2.757343643086251
2.1704430438459457,-6.050961828065176,-8.053041819794029,6.412793855086825,-3.3671696787111562,-0.575457893775842,-2.3047334858586037
-1.4798700781539216,3.1860466943853507,-2.269456975872349,-5.862471606730776,6.607817791559295,6.942183294657422,-2.5574846848183106
-0.3529454464365005,8.123092987674875,3.5258437820664463,-3.4697366599251604,-3.1316447682830333,2.324997340887653,-4.015628361580285
-1.2704234320231413,2.058295333344619,-1.4243740708249422,-8.08627114987491,7.404689582716232,5.258865629830909,-2.6767294019242316
2.372723398666699,-6.599743011654268,-6.59548594931146,6.254874032246811,-5.057604681830237,-0.6261251024466493,-0.6797483216841533
0.19792840394379252,9.723844387575145,6.717508132339848,-7.20421996608147,-2.719559964947183,-3.5140902253814112,3.8802610118485044
1.227574764145967,-4.8380082479930335,-7.233766089792936,7.77772212800838,-5.952408232359087,-1.3027297469232364,-1.2778005898394995
2.410523244523677,-4.14981739144812,-6.11648557967151,7.052624175079601,-6.563899696527575,-1.0723062005514314,-2.784451526219297
1.8757694051789708,-6.697372061242346,-7.301872569129,5.6186254413985175,-5.524465908616106,-0.0449678151869789,-3.0260469175573985
1.345824927821456,6.6735761720830595,5.956658129203095,-5.06126665961197,-0.6720992116894517,-2.6056242851419595,5.9561239175314284
2.261768076158353,8.510628567075138,5.807721519476163,-5.023317472975422,-3.759286279082869,-1.5876031792132346,7.503413077854917
1.5843650095014037,8.246450694728576,3.668463171590448,-0.9413020568182511,-2.9629631155921454,4.923523596532757,-3.6085867169357675
-0.1233709065139057,2.4977416842345663,-0.31215938034328616,-6.864583891444395,5.062796865150077,8.012399919801748,-3.291362760698485
