42;1;10;82.39;86.725;160.84;19.285;21.225;76.95;110.495;84.52;104.05;113.215;98.92;49.65;103.98;82.7;81.79;133.7;108.36;149.865;65.4;110.48;64.245;70.88;30.725;50;34;87.42;56.025;54.76;73.54;113.61;81.585;137.96;61.125;90.92;74.35;113.08;73;92.685;63.205;89.895;90.35;1197.84;118;125.21;128.61;169.355;814.975;79.925;33;109.56;51;82;55;41;18;549;15;49;65;90.2;43.04;67.45;22.88;43.04;76.675;70.47;77.745;36.12;65.1;73.25;1.965;89.5;99.635;48.925;108.8;73.36;76.375;71.12;72.76;56.78;54.65;8.9;45.66;37.475;71.9;106.14;82.6;57.86;89;27;57.55;78.44;93.475;102.14;110.34;67.96;67.53;66.325;27;33.1
54;1;11.445;71.33;115.035;111.56;28.28;21.225;75.6;107.955;82.56;125.14;113;56;32.6;92.7;62.9;66.31;146.44;114.48;145.39;62.475;111.5;72.315;62.92;50.42;138;34;132.52;58.075;95.94;92.92;120.155;89.45;114.47;44.745;47.4;133.57;84.56;96;111.735;67.785;117.33;118.235;1124.4;74.25;105.26;101.14;128.725;697.165;86;34.075;115.54;51;90.15;65.95;56.6;37.53;556.065;16.37;49.97;66.06;90.2;43.56;70.12;23.87;8.24;64.99;63.1;62.295;37.71;71.15;73.25;6.79;68;89.63;48.25;109.75;70.51;79.6;72.48;72.54;55.94;54.385;13.5;46.77;38.24;68.675;108.72;86.28;56.87;89.165;27;58.375;73.96;88.3;102.77;104.64;64.88;74.67;65;27;65.3
1;1;11.445;73.7;83;165.46;20.57;21.225;78.3;110.495;87.46;125.14;113;56;38.8;99.28;74.6;68.89;136.43;117.03;115.855;62.475;111.5;68.28;47;26.18;75.52;34;65.28;57.05;78.9;109.24;127.295;86.59;75.32;63.855;98.6;77.17;114;81;107.29;55.19;113.79;113.165;1038.72;101.75;117.895;123.25;134.7;761.425;95.45;33;109.3;51;163.5;143.695;145.4;121.23;563.13;16.37;50.94;66.06;91.4;43.04;65.67;16.94;9.98;69.295;58.41;62.295;36.65;67.3;73.25;1.965;93.8;88.25;34.75;65.1;75.26;78.775;67.38;73.2;57.2;54.915;8.9;43.995;34.415;66.74;108.48;83.75;57.86;89;27;57;73.96;85.15;98.36;103.88;65.76;69.57;65.265;27;42.2
1;1;10;85.55;157.5;13;19.285;20;85.05;113.035;87.46;106.27;113.43;130;38.8;105.86;62;36.64;134.61;112.44;126.595;60.525;108.44;66.935;69.885;48.905;110.72;34;75.12;57.05;91.68;85.78;120.75;86.59;117.08;72.045;75.56;118.06;109.4;74;109.83;78.09;124.41;120.77;1332.48;60.5;96.615;98.46;91.68;1007.755;115.025;34.075;118.14;51;82;81.28;65;105.885;549;16.37;49.97;67.12;90.5;43.04;77.685;41.69;41.3;77.905;72.48;63.84;41.42;69.5;73.25;2.93;81.76;89.975;73.225;70.8;72.22;78.25;72.82;72.54;55.94;54.12;5.45;45.105;35.945;68.675;107.94;86.97;68.255;89;27.8;57.275;77.04;88.525;108.44;106.16;64.44;81.3;68.975;27;87
33;1;11.445;77.65;83.745;163.92;21.855;21.225;79.65;114.94;88.44;104.05;113;56;49.65;109.15;57.5;74.05;124.6;109.38;125.7;65.4;110.48;64.245;80.83;27.695;61.44;34;104.64;57.05;63.28;87.82;124.915;80.155;105.335;87.06;133.16;77.17;137.92;70;109.83;66.64;110.25;112.32;1185.6;94.25;115.9;102.48;147.845;895.3;102.875;34.075;113.98;51;99.115;75.805;59;43.11;584.325;20.48;51.91;68.18;89;44.6;69.675;24.86;27.38;75.445;65.78;61.265;38.24;75;36;3.895;75.74;87.905;39.475;71.75;69.75;80.8;79.62;74.96;60.14;55.975;30.75;56.205;52.01;77.705;108.54;95.02;78.155;89;27;59.75;67.8;83.575;97.73;97.04;69.28;67.53;65.53;27;39.4
39;1;10;87.13;84.49;165.46;19.285;20;87.75;121.29;95.3;80.74;113.43;130;49.65;111.03;80;52.12;115.5;114.99;119.435;65.4;109.12;58.865;87.795;15.575;65.84;34;88.24;57.05;76.06;110.26;132.65;73.72;113.165;78.87;140.84;48.97;138.84;54;107.925;62.06;121.755;117.39;1271.28;96.75;115.9;103.82;134.7;740.005;86;33;111.12;51;105.635;79.09;62.6;55.665;556.065;16.37;49.97;66.06;91.1;43.04;71.01;29.81;50;80.365;76.5;61.265;39.3;67.85;73.25;1.965;102.4;88.94;54.325;69.85;73.36;79.075;67.38;73.2;56.78;54.12;18.1;48.99;40.535;72.545;107.7;82.83;58.355;89;27;57.55;71.16;86.5;95.21;106.92;64.88;71.61;65.265;27;38
29;1;10;78.44;85.98;156.22;30.85;21.225;72.9;111.13;83.54;119.59;113;56;35.7;102.57;90.8;74.05;136.43;103.77;111.38;57.6;109.46;61.555;74.86;32.24;55.28;34;78.4;56.025;59.02;91.9;122.535;80.87;85.76;70.68;140.84;58.84;142.52;66;105.385;64.35;111.135;109.785;1161.12;105.5;119.89;117.89;121.555;841.75;94.775;33;109.04;51;118.675;95.515;113;104.49;591.39;20.48;54.82;71.36;91.1;43.56;71.9;28.82;18.68;68.065;67.79;68.99;38.77;70.05;73.25;2.93;80.04;94.115;30.7;86;68.99;80.2;69.42;71.66;54.26;52.795;12.35;45.105;34.415;66.74;106.38;83.06;55.88;89;27;58.375;70.04;86.275;101.51;103.12;64.88;73.14;65.265;27;35.2
44;1;10;85.55;83.745;162.38;28.28;21.225;79.65;108.59;84.52;82.96;113.215;104.84;114.75;117.14;60.2;111.46;109.13;101.22;120.33;111.225;127.48;130.15;74.86;138.29;109.84;34;102.18;55;30.62;55.18;99.925;119.48;71.405;104.805;90.92;96.91;80.88;110;93.955;71.22;92.55;92.04;1332.48;124.25;133.855;121.91;165.77;632.905;75.875;33;110.86;51;92.595;76.9;63.8;51.48;577.26;21.85;53.85;71.36;88.7;44.08;69.675;25.85;46.52;85.9;51.04;76.2;35.59;60.15;73.25;1.965;97.24;95.15;42.175;74.6;75.26;76.375;74.52;82.22;78.62;70.285;39.95;63.42;66.545;85.445;108.6;90.42;65.285;89;27;60.575;66.12;87.175;87.02;94.76;66.2;69.06;67.65;27;33.1
45;1;10;85.55;103.86;130.04;25.71;22.45;85.05;117.48;88.44;65.2;113.43;130;89.95;126.07;63.8;75.34;95.48;95.61;98.85;87.825;115.92;88.455;79.835;21.635;79.92;34;92.34;55;26.36;59.26;101.71;100.175;58.355;134.835;128.04;65.89;106.64;96;92.685;64.35;105.825;99.645;1283.52;120.5;128.535;126.6;156.21;1007.755;108.95;33;112.16;51;82;55;73.4;57.06;549;15;50.94;67.12;90.8;42.52;68.785;25.85;50;85.285;61.76;70.535;36.12;59.6;73.25;1.965;94.66;92.735;32.725;49.9;80.01;76.9;65;74.96;59.72;55.975;35.35;55.095;51.245;78.35;105.96;86.05;47.96;89;27;58.1;64.44;82.675;86.39;88.68;64.88;73.14;65;27;37.3
39;1;10;80.81;85.235;163.92;20.57;20;67.5;107.32;78.64;111.82;113;56;55.85;108.21;62.9;83.08;120.96;104.79;126.595;69.3;111.84;68.28;80.83;30.725;131.84;34;144;56.025;41.98;75.58;113.015;83.015;98.81;73.41;117.8;87.04;118.6;79;98.4;54.045;103.17;101.335;1148.88;110.5;124.545;128.61;159.795;831.04;92.75;33;109.04;51;82;55;41;18;549;15;49;65;91.1;42.52;68.34;22.88;27.38;73.6;63.1;71.565;35.59;64;73.25;1.965;98.1;94.805;38.125;68.9;68.99;78.1;73.16;72.98;56.78;54.385;22.7;48.99;42.065;69.965;106.98;83.75;53.405;89;27;58.375;76.2;88.525;107.81;108.06;64.44;76.2;65.53;27;33.1
